name,address,description,styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name
Fort Greene Hugh Gilroy Senior Center,447 Kingsborough 4th Walk Brooklyn NY 11233,Contact: Leishanna Lawrence<br>Phone: 718-290-4915<br>Program Type: Pantry<br>Address: 447 Kingsborough 4th Walk<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: -<br>Tuesday: 10:00 AM - 12:00 PM<br>Wednesday: -<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Leishanna Lawrence,Contact,718-290-4915,Phone,Pantry,Program Type,447 Kingsborough 4th Walk,Address,Brooklyn,City,NY,State,11233,ZIP Code,-,Monday,10:00 AM - 12:00 PM,Tuesday,-,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Fraternite Notre Dame,2290 1st Avenue New York NY 10035,Contact: Sr. Marie Magdelene<br>Phone: 212-876-5855<br>Program Type: Soup Kitchen<br>Address: 2290 1st Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10035<br>Monday: closed<br>Tuesday: 10:30 AM - 01:00 PM<br>Wednesday: 10:30 AM - 01:00 PM<br>Thursday: 10:30 AM - 01:00 PM<br>Friday: 10:30 AM - 01:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Sr. Marie Magdelene,Contact,212-876-5855,Phone,Soup Kitchen,Program Type,2290 1st Avenue,Address,New York,City,NY,State,10035,ZIP Code,closed,Monday,10:30 AM - 01:00 PM,Tuesday,10:30 AM - 01:00 PM,Wednesday,10:30 AM - 01:00 PM,Thursday,10:30 AM - 01:00 PM,Friday,closed,Saturday,closed,Sunday
Fraternite Notre Dame,2290 1st Avenue New York NY 10035,Contact: Sr. Marie Madeline<br>Phone: 212-876-5855<br>Program Type: Pantry<br>Address: 2290 1st Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10035<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 2:00 PM - 5:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Sr. Marie Madeline,Contact,212-876-5855,Phone,Pantry,Program Type,2290 1st Avenue,Address,New York,City,NY,State,10035,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,2:00 PM - 5:00 PM,Friday,closed,Saturday,closed,Sunday
Friendly Hands Ministry Inc.,229 East 118th Street New York NY 10035,Contact: Domingo Vazquez<br>Phone: 347-380-1436 646-937-3037<br>Program Type: Pantry<br>Address: 229 East 118th Street (Ground Floor)<br>City: New York<br>State: NY<br>ZIP Code: 10035<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 09:00 AM - 12:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Domingo Vazquez,Contact,347-380-1436 646-937-3037,Phone,Pantry,Program Type,229 East 118th Street (Ground Floor),Address,New York,City,NY,State,10035,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,09:00 AM - 12:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Full Effect Gospel Ministries,900 New Lots Ave Brooklyn NY 11208,Contact: Wanza Leftwich<br>Phone: 718-927-0476; 347-353-2118<br>Program Type: Pantry<br>Address: 900 New Lots Ave<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11208<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 05:00 PM - 07:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Wanza Leftwich,Contact,718-927-0476; 347-353-2118,Phone,Pantry,Program Type,900 New Lots Ave,Address,Brooklyn,City,NY,State,11208,ZIP Code,closed,Monday,closed,Tuesday,05:00 PM - 07:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Full Gospel Assembly,131 Sullivan Place Brooklyn NY 11225,Contact: Angeleith Brown<br>Phone: 718-940-9687<br>Program Type: Pantry<br>Address: 131 Sullivan Place<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11225<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 01:00 PM - 02:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Angeleith Brown,Contact,718-940-9687,Phone,Pantry,Program Type,131 Sullivan Place,Address,Brooklyn,City,NY,State,11225,ZIP Code,closed,Monday,closed,Tuesday,01:00 PM - 02:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Full Gospel Tabernacle Food Pantry,361 Beach 42nd Street Queens NY 11691,Contact: Tina Daniels/ James Keegan<br>Phone: 718-327-2221<br>Program Type: Pantry<br>Address: 361 Beach 42nd Street<br>City: Far Rockaway<br>State: NY<br>ZIP Code: 11691<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 7:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Tina Daniels/ James Keegan,Contact,718-327-2221,Phone,Pantry,Program Type,361 Beach 42nd Street,Address,Far Rockaway,City,NY,State,11691,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,7:00 AM - 12:00 PM,Saturday,closed,Sunday
Garden of Prayer,1874 Washington Avenue Bronx NY 10457,Contact: Michael Rush / Ethel Williams<br>Phone: 201-921-2806; 347-727-3290<br>Program Type: Pantry<br>Address: 1874 Washington Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10457<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 11:30 AM - 01:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Michael Rush / Ethel Williams,Contact,201-921-2806; 347-727-3290,Phone,Pantry,Program Type,1874 Washington Avenue,Address,Bronx,City,NY,State,10457,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,11:30 AM - 01:00 PM,Friday,closed,Saturday,closed,Sunday
Genesis Transitional Housing Ministries Inc.,195-12 Hollis Avenue Queens NY 11412,Contact: Andre Broady<br>Phone: 917-567-5745<br>Program Type: Pantry<br>Address: 195-12 Hollis Avenue<br>City: St. Albans<br>State: NY<br>ZIP Code: 11412<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 09:00 AM - 12:30 PM/RO6/9-9am-1pm<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Andre Broady,Contact,917-567-5745,Phone,Pantry,Program Type,195-12 Hollis Avenue,Address,St. Albans,City,NY,State,11412,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,09:00 AM - 12:30 PM/RO6/9-9am-1pm,Friday,closed,Saturday,closed,Sunday
Gethsemane Baptist Church,771 Fairmount Place Bronx NY 10460,Contact: Rev Oliver<br>Phone: 347-948-0772<br>Program Type: Pantry<br>Address: 771 Fairmount Place<br>City: Bronx<br>State: NY<br>ZIP Code: 10460<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 07:30 AM - 09:30 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Rev Oliver,Contact,347-948-0772,Phone,Pantry,Program Type,771 Fairmount Place,Address,Bronx,City,NY,State,10460,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,07:30 AM - 09:30 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Gethsemane SDA Church,357 Empire Blvd. Brooklyn NY 11225,Contact: Antoine Vaval<br>Phone: (347)267-5145<br>Program Type: Pantry<br>Address: 357 Empire Blvd.<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11225<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 05:00 PM - 07:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: 12:00 PM - 02:00 PM,#icon-1899-F57C00,Antoine Vaval,Contact,(347)267-5145,Phone,Pantry,Program Type,357 Empire Blvd.,Address,Brooklyn,City,NY,State,11225,ZIP Code,closed,Monday,closed,Tuesday,05:00 PM - 07:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,12:00 PM - 02:00 PM,Sunday
Give Them To Eat,800 East 156th Street Bronx NY 10455,Contact: Morelba Fernandez<br>Phone: 646-323-9668<br>Program Type: Pantry<br>Address: 800 East 156th Street<br>City: Bronx<br>State: NY<br>ZIP Code: 10455<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 12:00 PM - 03:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Morelba Fernandez,Contact,646-323-9668,Phone,Pantry,Program Type,800 East 156th Street,Address,Bronx,City,NY,State,10455,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,12:00 PM - 03:00 PM,Friday,closed,Saturday,closed,Sunday
Glover Memorial,2134 Dean Street Brooklyn NY 11233,Contact: Marlyn Corder<br>Phone: 347-432-3065<br>Program Type: Pantry<br>Address: 2134 Dean Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 09:00 AM - 11:00 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Marlyn Corder,Contact,347-432-3065,Phone,Pantry,Program Type,2134 Dean Street,Address,Brooklyn,City,NY,State,11233,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,09:00 AM - 11:00 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Glover Memorial BC,2134 Dean Street Brooklyn NY 11233,Contact: Marliyn Corder<br>Phone: 347-432-4065<br>Program Type: Soup Kitchen<br>Address: 2134 Dean Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: 09:00 AM - 12:00 PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Marliyn Corder,Contact,347-432-4065,Phone,Soup Kitchen,Program Type,2134 Dean Street,Address,Brooklyn,City,NY,State,11233,ZIP Code,09:00 AM - 12:00 PM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
GMHC Food Pantry,307 West 38th Street New York NY 10018,Contact: Grace Holihen<br>Phone: 212-367-1261<br>Program Type: Pantry<br>Address: 307 West 38th Street<br>City: New York<br>State: NY<br>ZIP Code: 10018<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 11:30 AM - 01:30 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Grace Holihen,Contact,212-367-1261,Phone,Pantry,Program Type,307 West 38th Street,Address,New York,City,NY,State,10018,ZIP Code,closed,Monday,closed,Tuesday,11:30 AM - 01:30 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
GMHC Meals Program,307 West 38th Street New York NY 10018,Contact: Grace Holihen<br>Phone: 212-367-1261<br>Program Type: Soup Kitchen<br>Address: 307 West 38th Street<br>City: New York<br>State: NY<br>ZIP Code: 10018<br>Monday: 12:00 PM - 02:45 PM<br>Tuesday: 12:00 PM - 02:45 PM<br>Wednesday: 12:00 PM - 02:45 PM<br>Thursday: 12:00 PM - 02:45 PM<br>Friday: 05:00 PM - 07:45 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Grace Holihen,Contact,212-367-1261,Phone,Soup Kitchen,Program Type,307 West 38th Street,Address,New York,City,NY,State,10018,ZIP Code,12:00 PM - 02:45 PM,Monday,12:00 PM - 02:45 PM,Tuesday,12:00 PM - 02:45 PM,Wednesday,12:00 PM - 02:45 PM,Thursday,05:00 PM - 07:45 PM,Friday,closed,Saturday,closed,Sunday
God's Battalion Prayer Church,661 Linden Boulevard Brooklyn NY 11203,Contact: Minister Cheryl Kilkenny<br>Phone: 718-774-5447/718-913-0100<br>Program Type: Pantry<br>Address: 661 Linden Boulevard<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11203<br>Monday: closed<br>Tuesday: 09:00 AM - 12:00 PM<br>Wednesday: closed<br>Thursday: 09:00 AM - 12:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Minister Cheryl Kilkenny,Contact,718-774-5447/718-913-0100,Phone,Pantry,Program Type,661 Linden Boulevard,Address,Brooklyn,City,NY,State,11203,ZIP Code,closed,Monday,09:00 AM - 12:00 PM,Tuesday,closed,Wednesday,09:00 AM - 12:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
"God's Deliverance Temple, Inc.",438 Ralph Avenue Brooklyn NY 11233,Contact: Ms. Glenda Bowman<br>Phone: 347-234-3828<br>Program Type: Pantry<br>Address: 438 Ralph Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: closed<br>Tuesday: 11:00 AM - 12:00 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Ms. Glenda Bowman,Contact,347-234-3828,Phone,Pantry,Program Type,438 Ralph Avenue,Address,Brooklyn,City,NY,State,11233,ZIP Code,closed,Monday,11:00 AM - 12:00 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
GOOD NEIGHBORS COMMUNITY OUTREACH AGENCY INC,3350 SEYMOUR AVENUE Bronx NY 10469,Contact: GLADSTONE A JOHNSON<br>Phone: 914-275-3961<br>Program Type: Pantry<br>Address: 3350 SEYMOUR AVENUE<br>City: Bronx<br>State: NY<br>ZIP Code: 10469<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 12:00 PM - 3:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,GLADSTONE A JOHNSON,Contact,914-275-3961,Phone,Pantry,Program Type,3350 SEYMOUR AVENUE,Address,Bronx,City,NY,State,10469,ZIP Code,closed,Monday,closed,Tuesday,12:00 PM - 3:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Good News Deliverance Tabernacle,442 Cleveland Street Brooklyn NY 11208,Contact: Pastor Irene<br>Phone: 347-351-9293<br>Program Type: Pantry<br>Address: 442 Cleveland Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11208<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 11:00 AM - 01:00 PM<br>Sunday: closed,#icon-1899-F57C00,Pastor Irene,Contact,347-351-9293,Phone,Pantry,Program Type,442 Cleveland Street,Address,Brooklyn,City,NY,State,11208,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,11:00 AM - 01:00 PM,Saturday,closed,Sunday
Gospel Assembly Food Pantry,109-14 Farmers Boulevard Queens NY 11412,Contact: Louis Pierre<br>Phone: 917-868-7032; 516-355-1145<br>Program Type: Pantry<br>Address: 109-14 Farmers Boulevard<br>City: Jamaica<br>State: NY<br>ZIP Code: 11412<br>Monday: closed<br>Tuesday: 07:00 PM - 09:00 PM<br>Wednesday: closed<br>Thursday: 07:00 PM - 09:00 PM<br>Friday: closed<br>Saturday: 10:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Louis Pierre,Contact,917-868-7032; 516-355-1145,Phone,Pantry,Program Type,109-14 Farmers Boulevard,Address,Jamaica,City,NY,State,11412,ZIP Code,closed,Monday,07:00 PM - 09:00 PM,Tuesday,closed,Wednesday,07:00 PM - 09:00 PM,Thursday,closed,Friday,10:00 AM - 12:00 PM,Saturday,closed,Sunday
Gospel Tabernacle Church of Jesus Christ Inc.,2314 Snyder Avenue Brooklyn NY 11226,Contact: Cynthia Green<br>Phone: 917-284-7894<br>Program Type: Pantry<br>Address: 2314 Snyder Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11226<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 10:00 AM - 01:00 PM<br>Sunday: closed,#icon-1899-F57C00,Cynthia Green,Contact,917-284-7894,Phone,Pantry,Program Type,2314 Snyder Avenue,Address,Brooklyn,City,NY,State,11226,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,10:00 AM - 01:00 PM,Saturday,closed,Sunday
Grace Episcopal Church,1909 Vyse Avenue Bronx NY 10460,Contact: Daisy Clemetson<br>Phone: 718-542-1946<br>Program Type: Pantry<br>Address: 1909 Vyse Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10460<br>Monday: closed<br>Tuesday: 12:00 PM - 01:00 PM<br>Wednesday: closed<br>Thursday: 09:00 AM - 11:00 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Daisy Clemetson,Contact,718-542-1946,Phone,Pantry,Program Type,1909 Vyse Avenue,Address,Bronx,City,NY,State,10460,ZIP Code,closed,Monday,12:00 PM - 01:00 PM,Tuesday,closed,Wednesday,09:00 AM - 11:00 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Grace Reformed Church of Flatbush,1800 Bedford Avenue Brooklyn NY 11225,Contact: Don-Marie<br>Phone: 347-249-8711<br>Program Type: Soup Kitchen<br>Address: 1800 Bedford Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11225<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 11:00 AM - 01:00 PM<br>Sunday: closed,#icon-1899-1A237E,Don-Marie,Contact,347-249-8711,Phone,Soup Kitchen,Program Type,1800 Bedford Avenue,Address,Brooklyn,City,NY,State,11225,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,11:00 AM - 01:00 PM,Saturday,closed,Sunday
Grand Central Food Program,210 East 124th Street New York NY 10029,Contact: Juan De La Cruz<br>Phone: 212-369-9220<br>Program Type: Mobile Soup Kitchen<br>Address: 210 East 124th Street<br>City: New York<br>State: NY<br>ZIP Code: 10029<br>Monday: 06:00 PM - 09:30 PM<br>Tuesday: 06:00 PM - 09:30 PM<br>Wednesday: 06:00 PM - 09:30 PM<br>Thursday: 06:00 PM - 09:30 PM<br>Friday: 06:00 PM - 09:30 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-0288D1,Juan De La Cruz,Contact,212-369-9220,Phone,Mobile Soup Kitchen,Program Type,210 East 124th Street,Address,New York,City,NY,State,10029,ZIP Code,06:00 PM - 09:30 PM,Monday,06:00 PM - 09:30 PM,Tuesday,06:00 PM - 09:30 PM,Wednesday,06:00 PM - 09:30 PM,Thursday,06:00 PM - 09:30 PM,Friday,closed,Saturday,closed,Sunday
Grand Central Neighborhood Social Service Corp.,120 East 32nd Street New York NY 10016,Contact: Kevin Lewis<br>Phone: 212-883-0680 ext 104<br>Program Type: Soup Kitchen<br>Address: 120 East 32nd Street<br>City: New York<br>State: NY<br>ZIP Code: 10016<br>Monday: 06:30 AM - 06:00 PM<br>Tuesday: 08:00 AM - 03:00 PM<br>Wednesday: 08:00 AM - 03:00 PM<br>Thursday: 08:00 AM - 03:00 PM<br>Friday: 08:00 AM - 03:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Kevin Lewis,Contact,212-883-0680 ext 104,Phone,Soup Kitchen,Program Type,120 East 32nd Street,Address,New York,City,NY,State,10016,ZIP Code,06:30 AM - 06:00 PM,Monday,08:00 AM - 03:00 PM,Tuesday,08:00 AM - 03:00 PM,Wednesday,08:00 AM - 03:00 PM,Thursday,08:00 AM - 03:00 PM,Friday,closed,Saturday,closed,Sunday
"Grand Concourse SDA Church, Inc.",1275 Grand Concourse Bronx NY 10452,Contact: Beverley Williams<br>Phone: 718-681-2232<br>Program Type: Pantry<br>Address: 1275 Grand Concourse<br>City: Bronx<br>State: NY<br>ZIP Code: 10452<br>Monday: -<br>Tuesday: -<br>Wednesday: 1:30 PM - 4:00 PM<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Beverley Williams,Contact,718-681-2232,Phone,Pantry,Program Type,1275 Grand Concourse,Address,Bronx,City,NY,State,10452,ZIP Code,-,Monday,-,Tuesday,1:30 PM - 4:00 PM,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Greater Central Baptist Church,2152-58 Fifth Avenue New York NY 10037,Contact: Edyth Doleman<br>Phone: 917-572-4867/212-234-3828<br>Program Type: Pantry<br>Address: 2152-58 Fifth Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10037<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 10:00AM - 03:00PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Edyth Doleman,Contact,917-572-4867/212-234-3828,Phone,Pantry,Program Type,2152-58 Fifth Avenue,Address,New York,City,NY,State,10037,ZIP Code,closed,Monday,closed,Tuesday,10:00AM - 03:00PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Greater Springfield Community Church,177-02 129th Avenue Queens NY 11434,Contact: Ms. Ruth Sypher / Phil<br>Phone: 718-710-1224; 347-981-1414<br>Program Type: Pantry<br>Address: 177-06 129th Avenue<br>City: Jamaica<br>State: NY<br>ZIP Code: 11434<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 02:00 PM - 04:00 PM<br>Sunday: closed,#icon-1899-F57C00,Ms. Ruth Sypher / Phil,Contact,718-710-1224; 347-981-1414,Phone,Pantry,Program Type,177-06 129th Avenue,Address,Jamaica,City,NY,State,11434,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,02:00 PM - 04:00 PM,Saturday,closed,Sunday
Greater Unified Free Will Baptist Church,66 Rogers Avenue Brooklyn NY 11216,Contact: Zina Sanders<br>Phone: 917-836-8919/ 917-751-3693<br>Program Type: Pantry<br>Address: 66 Rogers Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11216<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 08:30 AM - 11:30 AM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Zina Sanders,Contact,917-836-8919/ 917-751-3693,Phone,Pantry,Program Type,66 Rogers Avenue,Address,Brooklyn,City,NY,State,11216,ZIP Code,closed,Monday,closed,Tuesday,08:30 AM - 11:30 AM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Greenpoint Reformed Church,136 Milton Street Brooklyn NY 11222,Contact: Joan Benefiel<br>Phone: 646-653-3831<br>Program Type: Pantry<br>Address: 136 Milton Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11222<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 6-7pm<br>Thursday: 04:00 PM - 07:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Joan Benefiel,Contact,646-653-3831,Phone,Pantry,Program Type,136 Milton Street,Address,Brooklyn,City,NY,State,11222,ZIP Code,closed,Monday,closed,Tuesday,6-7pm,Wednesday,04:00 PM - 07:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Haber House Senior Center,3024 West 24th Street Brooklyn NY 11224,Contact: Marina Davydov<br>Phone: 718-372-5775<br>Program Type: Pantry<br>Address: 3024 West 24th Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11224<br>Monday: 9:00 AM - 02:00 PM (by appointment only)<br>Tuesday: closed<br>Wednesday: 9:00 AM - 02:00 PM (by appointment only)<br>Thursday: closed<br>Friday: 9:00 AM - 02:00 PM (by appointment only)<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Marina Davydov,Contact,718-372-5775,Phone,Pantry,Program Type,3024 West 24th Street,Address,Brooklyn,City,NY,State,11224,ZIP Code,9:00 AM - 02:00 PM (by appointment only),Monday,closed,Tuesday,9:00 AM - 02:00 PM (by appointment only),Wednesday,closed,Thursday,9:00 AM - 02:00 PM (by appointment only),Friday,closed,Saturday,closed,Sunday
Haitian Evangelical Clergy,1139 Bushwick Avenue Brooklyn NY 11221,Contact: Linda Jonhson<br>Phone: 347-502-0749<br>Program Type: Pantry<br>Address: 1139 Bushwick Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11221<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 3:00 PM - 4:30 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Linda Jonhson,Contact,347-502-0749,Phone,Pantry,Program Type,1139 Bushwick Avenue,Address,Brooklyn,City,NY,State,11221,ZIP Code,closed,Monday,closed,Tuesday,3:00 PM - 4:30 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Hannah Kosher Food Shabbat Foundation,2102 Avenue T Brooklyn NY 11229,Contact: Aaron Zarzar<br>Phone: 929-427-1065<br>Program Type: Pantry<br>Address: 2102 Avenue T<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11229<br>Monday: -<br>Tuesday: 10:00 AM - 12:00 PM<br>Wednesday: -<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Aaron Zarzar,Contact,929-427-1065,Phone,Pantry,Program Type,2102 Avenue T,Address,Brooklyn,City,NY,State,11229,ZIP Code,-,Monday,10:00 AM - 12:00 PM,Tuesday,-,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Hanson Place SDA Community Service,150 South Portland Avenue Brooklyn NY 11217,Contact: Cheryl Murray<br>Phone: 347-602-1832<br>Program Type: Pantry<br>Address: 150 South Portland Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11217<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 01:30 PM - 05:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Cheryl Murray,Contact,347-602-1832,Phone,Pantry,Program Type,150 South Portland Avenue,Address,Brooklyn,City,NY,State,11217,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,01:30 PM - 05:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
